step,train_loss,val_acc_eval,val_acc_train,val_loss_eval,val_loss_train
1,2.3263168334960938,,,,
2,2.304567575454712,,,,
3,2.3322925567626953,,,,
4,2.2231502532958984,,,,
5,2.24674916267395,,,,
6,2.2389402389526367,,,,
7,2.22517466545105,,,,
8,2.211752414703369,,,,
9,2.2133917808532715,,,,
10,2.1841037273406982,,,,
11,2.162423610687256,,,,
12,2.1628377437591553,,,,
13,2.2177207469940186,,,,
14,2.0891149044036865,,,,
15,2.121427536010742,,,,
16,2.1258089542388916,,,,
17,2.1044609546661377,,,,
18,2.080364465713501,,,,
19,2.0238142013549805,,,,
20,2.074759006500244,,,,
21,2.00439190864563,,,,
22,2.0203166007995605,,,,
23,2.0486364364624023,,,,
24,1.9280953407287598,,,,
25,1.9951399564743042,,,,
26,2.073622465133667,,,,
27,1.9333415031433105,,,,
28,1.9892091751098633,,,,
29,1.9360690116882324,,,,
30,1.9325391054153442,,,,
31,1.9416069984436035,,,,
32,1.883915662765503,,,,
33,1.8822872638702393,,,,
34,1.8515093326568604,,,,
35,1.8884166479110718,,,,
36,1.8691315650939941,,,,
37,1.8369685411453247,,,,
38,1.8831431865692139,,,,
39,1.7739741802215576,,,,
40,1.808938980102539,,,,
41,1.7483718395233154,,,,
42,1.7709078788757324,,,,
43,1.6817022562026978,,,,
44,1.7672055959701538,,,,
45,1.738390564918518,,,,
46,1.7537778615951538,,,,
47,1.6982749700546265,,,,
48,1.6765789985656738,,,,
49,1.7508207559585571,,,,
50,1.7015255689620972,0.13256048387096775,0.5857694892473119,2.4132486979166665,1.6868164372700516
51,1.6926918029785156,,,,
52,1.6325585842132568,,,,
53,1.6827778816223145,,,,
54,1.6886305809020996,,,,
55,1.6283657550811768,,,,
56,1.6066906452178955,,,,
57,1.6271921396255493,,,,
58,1.5912014245986938,,,,
59,1.5449761152267456,,,,
60,1.650094747543335,,,,
61,1.5906349420547485,,,,
62,1.596937656402588,,,,
63,1.5171706676483154,,,,
64,1.560778260231018,,,,
65,1.5698703527450562,,,,
66,1.5799803733825684,,,,
67,1.506287932395935,,,,
68,1.5864794254302979,,,,
69,1.4327212572097778,,,,
70,1.5303360223770142,,,,
71,1.4868141412734985,,,,
72,1.4539538621902466,,,,
73,1.4710984230041504,,,,
74,1.5061758756637573,,,,
75,1.4476189613342285,,,,
76,1.4916980266571045,,,,
77,1.475581169128418,,,,
78,1.4447966814041138,,,,
79,1.3453123569488525,,,,
80,1.5007514953613281,,,,
81,1.3590139150619507,,,,
82,1.3880188465118408,,,,
83,1.3898752927780151,,,,
84,1.397031307220459,,,,
85,1.4236067533493042,,,,
86,1.287341594696045,,,,
87,1.3432540893554688,,,,
88,1.4548962116241455,,,,
89,1.3282101154327393,,,,
90,1.3753669261932373,,,,
91,1.342651605606079,,,,
92,1.3767261505126953,,,,
93,1.3011878728866577,,,,
94,1.385185956954956,,,,
95,1.2641112804412842,,,,
96,1.2645584344863892,,,,
97,1.2766927480697632,,,,
98,1.2272666692733765,,,,
99,1.3154891729354858,,,,
100,1.2380714416503906,0.13256048387096775,0.7292506720430108,2.4132486979166665,1.2856913471734652
101,1.3779183626174927,,,,
102,1.2221678495407104,,,,
103,1.2598305940628052,,,,
104,1.2499852180480957,,,,
105,1.3896658420562744,,,,
106,1.262656569480896,,,,
107,1.2345523834228516,,,,
108,1.2442002296447754,,,,
109,1.2267518043518066,,,,
110,1.314271092414856,,,,
111,1.210071325302124,,,,
112,1.1780498027801514,,,,
113,1.1781370639801025,,,,
114,1.2728108167648315,,,,
115,1.1614809036254883,,,,
116,1.1801830530166626,,,,
117,1.2476798295974731,,,,
118,1.1292903423309326,,,,
119,1.261852741241455,,,,
120,1.0671873092651367,,,,
121,1.1540892124176025,,,,
122,1.1831495761871338,,,,
123,1.1248371601104736,,,,
124,1.1161673069000244,,,,
125,1.1538989543914795,,,,
126,1.1653964519500732,,,,
127,1.0381959676742554,,,,
128,1.0543336868286133,,,,
129,1.2506110668182373,,,,
130,1.2239816188812256,,,,
131,1.1169906854629517,,,,
132,1.1480756998062134,,,,
133,1.0625516176223755,,,,
134,1.1594725847244263,,,,
135,1.1180397272109985,,,,
136,1.0832198858261108,,,,
137,1.0813826322555542,,,,
138,1.0522327423095703,,,,
139,1.0079803466796875,,,,
140,0.9691504240036011,,,,
141,0.9657724499702454,,,,
142,1.0506329536437988,,,,
